1:2350000:2725000	1:2762500:3656250
9:32362500:32607500	9:32620000:32990000
9:32620000:32990000	9:33377500:33542500
9:33377500:33542500	9:33745000:34311250
9:33745000:34311250	9:34399375:34672500
9:34399375:34672500	9:36390000:36592500
9:36390000:36592500	9:36797500:37592500
9:36797500:37592500	9:38002500:40380000
9:38002500:40380000	9:70721875:71647500
9:70721875:71647500	9:71652500:71872500
9:71652500:71872500	9:72000000:72557500
9:72000000:72557500	9:72562500:72842500
9:72562500:72842500	9:72852500:73347500
9:72852500:73347500	9:73872500:74150000
9:73872500:74150000	9:74172500:74692500
9:74172500:74692500	9:74855000:75268750
9:74855000:75268750	9:75402500:75702500
9:75402500:75702500	9:75707500:75900000
9:75707500:75900000	9:75920000:77232500
9:75920000:77232500	9:77870000:78372500
9:77870000:78372500	9:78377500:78972500
9:78377500:78972500	9:78992500:79462500
9:78992500:79462500	9:80277500:81045000
9:80277500:81045000	9:81352500:81690000
9:81352500:81690000	9:81705000:82842500
9:81705000:82842500	9:82847500:84020000
9:82847500:84020000	9:84612500:85412500
9:84612500:85412500	9:85935000:86187500
9:85935000:86187500	9:86192500:86485000
9:86192500:86485000	9:86530000:87017500
9:86530000:87017500	9:87022500:87697500
9:87022500:87697500	9:87702500:88167500
9:87702500:88167500	9:88427500:89027500
9:88427500:89027500	9:89042500:90060000
9:89042500:90060000	9:90545000:91192500
9:90545000:91192500	9:91197500:91877500
9:91197500:91877500	9:91912500:92192500
9:91912500:92192500	9:92197500:92567500
9:92197500:92567500	9:92990000:93647500
9:92990000:93647500	9:93652500:94697500
9:93652500:94697500	9:94861250:95412500
9:94861250:95412500	9:95570000:95875000
9:95570000:95875000	9:95907500:96415000
9:95907500:96415000	9:96463125:96758750
9:96463125:96758750	9:96766250:97086875
9:96766250:97086875	9:97136875:97942500
9:97136875:97942500	9:97970000:99075000
9:97970000:99075000	9:99080000:99442500
9:99080000:99442500	9:100167500:100387500
9:100167500:100387500	9:100827500:101080000
9:100827500:101080000	9:101085000:101542500
9:101085000:101542500	9:102520000:103307500
9:102520000:103307500	9:103460000:104117500
9:103460000:104117500	9:104122500:104415000
9:104122500:104415000	9:104595000:105825000
9:104595000:105825000	9:109875000:110222500
9:109875000:110222500	9:111595000:112127500
9:111595000:112127500	9:112597500:113168125
9:112597500:113168125	9:113179375:114062500
9:113179375:114062500	9:114087500:114847500
9:114087500:114847500	9:114852500:115177500
9:114852500:115177500	9:115182500:115670000
9:115182500:115670000	9:116825000:117065000
9:116825000:117065000	9:117070000:117411250
9:117070000:117411250	9:117417500:117865000
9:117417500:117865000	9:118452500:119285000
9:118452500:119285000	9:119332500:119657500
9:119332500:119657500	9:123325000:124070000
9:123325000:124070000	9:124255000:124785000
9:124255000:124785000	9:124790000:125132500
9:124790000:125132500	9:125177500:125580000
9:125177500:125580000	9:125585000:125780000
9:125585000:125780000	9:125805000:126162500
9:125805000:126162500	9:126172500:126867500
9:126172500:126867500	9:126872500:127312500
9:126872500:127312500	9:127365000:127507500
9:127365000:127507500	9:127550625:128158125
9:127550625:128158125	9:128174375:129007500
9:128174375:129007500	9:129055000:129440000
9:129055000:129440000	9:129445000:129567500
9:129445000:129567500	9:129572500:129977500
9:129572500:129977500	9:129982500:130255000
9:129982500:130255000	9:131007500:131703125
9:131007500:131703125	9:131867500:132429375
9:131867500:132429375	9:132567500:133112500
9:132567500:133112500	9:133187500:133557500
9:133187500:133557500	9:133562500:133932500
9:133562500:133932500	9:133937500:134212500
9:133937500:134212500	9:134217500:134397500
9:134217500:134397500	9:134457500:134625000
9:134457500:134625000	9:134635000:135237500
9:134635000:135237500	9:135257500:135885000
9:135257500:135885000	9:136050000:136380000
9:136050000:136380000	9:136392500:136622500
9:136392500:136622500	9:136627500:137022500
9:136627500:137022500	9:137027500:137382500
9:137027500:137382500	9:137620000:138370000
9:137620000:138370000	9:138835000:139195000
9:138835000:139195000	9:139622500:139987500
9:139622500:139987500	9:140533125:141015000
9:140533125:141015000	X:8702500:9767500
X:8702500:9767500	X:9941875:10122500
X:9941875:10122500	X:10127500:11082500
X:10127500:11082500	X:12777500:13102500
X:12777500:13102500	X:13107500:13525000
X:13107500:13525000	X:15662500:15882500
X:15662500:15882500	X:15887500:16727500
X:15887500:16727500	X:18385000:19362500
X:18385000:19362500	X:19532500:19922500
X:19532500:19922500	X:20242500:20537500
X:20242500:20537500	X:20542500:21782500
X:20542500:21782500	X:23650000:24297500
X:23650000:24297500	X:24800000:25300000
X:24800000:25300000	X:30520000:30937500
X:30520000:30937500	X:37332500:37735000
X:37332500:37735000	X:37755000:38120000
X:37755000:38120000	X:39575000:40382500
X:39575000:40382500	X:40387500:40672500
X:40387500:40672500	X:40677500:41080000
X:40677500:41080000	X:41615000:43417500
X:41615000:43417500	X:43422500:43657500
X:43422500:43657500	X:43665000:44482500
X:43665000:44482500	X:44682500:45007500
X:44682500:45007500	X:45177500:46280000
X:45177500:46280000	X:46977500:47421250
X:46977500:47421250	X:48426875:48833125
X:48426875:48833125	X:49652500:50405000
X:49652500:50405000	X:51459375:52224375
X:51459375:52224375	X:52729375:53477500
X:52729375:53477500	X:53532500:53710000
X:53532500:53710000	X:56282500:56757500
X:56282500:56757500	X:56762500:59353750
X:56762500:59353750	X:62390000:63094375
X:62390000:63094375	X:64755000:65395000
X:64755000:65395000	X:67875000:68635000
X:67875000:68635000	X:68657500:69362500
X:68657500:69362500	X:70582500:70928750
X:70582500:70928750	X:71034375:71522500
X:71034375:71522500	X:73886250:74885625
X:73886250:74885625	X:76705625:77382500
X:76705625:77382500	X:79865000:80717500
X:79865000:80717500	X:90478750:91281250
X:90478750:91281250	X:100040000:100582500
X:100040000:100582500	X:101630000:102167500
X:101630000:102167500	X:102377500:102752500
X:102377500:102752500	X:102757500:103228750
X:102757500:103228750	X:103645000:104290000
X:103645000:104290000	X:105660000:106070000
X:105660000:106070000	X:106082500:106752500
X:106082500:106752500	X:108652500:109127500
X:108652500:109127500	X:109382500:109697500
X:109382500:109697500	X:111067500:112292500
X:111067500:112292500	X:117412500:117902500
X:117412500:117902500	X:118577500:118916250
X:118577500:118916250	X:119316250:119622500
X:119316250:119622500	X:120060000:122702500
X:120060000:122702500	X:123250000:123527500
X:123250000:123527500	X:123532500:124517500
X:123532500:124517500	X:128617500:129031250
X:128617500:129031250	X:129042500:129208750
X:129042500:129208750	X:129216875:129520625
X:129216875:129520625	X:129546250:130115000
X:129546250:130115000	X:130284375:130867500
X:130284375:130867500	X:130927500:131365000
X:130927500:131365000	X:131370000:131862500
X:131370000:131862500	X:132820000:133587500
X:132820000:133587500	X:134077500:134249375
X:134077500:134249375	X:134267500:134930625
X:134267500:134930625	X:134961875:135367500
X:134961875:135367500	X:135657500:136047500
X:135657500:136047500	X:147082500:148562500
X:147082500:148562500	X:148870000:149927500
X:148870000:149927500	X:151990625:152990000
X:151990625:152990000	X:153806250:154093125
X:153806250:154093125	X:154717500:155237389
X:154717500:155237389	Y:2647500:2942500
Y:2647500:2942500	Y:16100625:18204375
Y:16100625:18204375	Y:18508750:19880000
Y:18508750:19880000	Y:20490000:21555000
Y:20490000:21555000	Y:21563125:22411875
Y:21563125:22411875	Y:22635000:24265000
